PID,ID,Name
TA0034-Impact (Mobile),T1641.001-Transmitted Data Manipulation,Transmitted Data Manipulation
TA0034-Impact (Mobile),T1642-Endpoint Denial of Service,Endpoint Denial of Service
TA0034-Impact (Mobile),T1643-Generate Traffic from Victim,Generate Traffic from Victim
TA0034-Impact (Mobile),T1516-Input Injection,Input Injection
TA0034-Impact (Mobile),T1464-Network Denial of Service,Network Denial of Service
TA0034-Impact (Mobile),T1582-SMS Control,SMS Control
TA0108-Initial Access (ICS),T0817-Drive-by Compromise,Drive-by Compromise
TA0108-Initial Access (ICS),T0819-Exploit Public-Facing Application,Exploit Public-Facing Application
TA0108-Initial Access (ICS),T0866-Exploitation of Remote Services,Exploitation of Remote Services
TA0108-Initial Access (ICS),T0822-External Remote Services,External Remote Services
TA0108-Initial Access (ICS),T0883-Internet Accessible Device,Internet Accessible Device
TA0108-Initial Access (ICS),T0886-Remote Services,Remote Services
TA0108-Initial Access (ICS),T0847-Replication Through Removable Media,Replication Through Removable Media
TA0108-Initial Access (ICS),T0848-Rogue Master,Rogue Master
TA0108-Initial Access (ICS),T0865-Spearphishing Attachment,Spearphishing Attachment
TA0108-Initial Access (ICS),T0862-Supply Chain Compromise,Supply Chain Compromise
TA0108-Initial Access (ICS),T0864-Transient Cyber Asset,Transient Cyber Asset
TA0108-Initial Access (ICS),T0860-Wireless Compromise,Wireless Compromise
TA0104-Execution (ICS),T0895-Autorun Image,Autorun Image
TA0104-Execution (ICS),T0858-Change Operating Mode,Change Operating Mode
TA0104-Execution (ICS),T0807-Command-Line Interface,Command-Line Interface
TA0104-Execution (ICS),T0871-Execution through API,Execution through API
TA0104-Execution (ICS),T0823-Graphical User Interface,Graphical User Interface
TA0104-Execution (ICS),T0874-Hooking,Hooking
TA0104-Execution (ICS),T0821-Modify Controller Tasking,Modify Controller Tasking
TA0104-Execution (ICS),T0834-Native API,Native API
TA0104-Execution (ICS),T0853-Scripting,Scripting
TA0104-Execution (ICS),T0863-User Execution,User Execution
TA0110-Persistence (ICS),T0891-Hardcoded Credentials,Hardcoded Credentials
TA0110-Persistence (ICS),T0889-Modify Program,Modify Program
TA0110-Persistence (ICS),T0839-Module Firmware,Module Firmware
TA0110-Persistence (ICS),T0873-Project File Infection,Project File Infection
TA0110-Persistence (ICS),T0857-System Firmware,System Firmware
TA0110-Persistence (ICS),T0859-Valid Accounts,Valid Accounts
TA0111-Privilege Escalation (ICS),T0890-Exploitation for Privilege Escalation,Exploitation for Privilege Escalation
TA0111-Privilege Escalation (ICS),T0874-Hooking,Hooking
TA0103-Evasion (ICS),T0858-Change Operating Mode,Change Operating Mode
TA0103-Evasion (ICS),T0820-Exploitation for Evasion,Exploitation for Evasion
TA0103-Evasion (ICS),T0872-Indicator Removal on Host,Indicator Removal on Host
TA0103-Evasion (ICS),T0849-Masquerading,Masquerading
TA0103-Evasion (ICS),T0851-Rootkit,Rootkit
TA0103-Evasion (ICS),T0856-Spoof Reporting Message,Spoof Reporting Message
TA0103-Evasion (ICS),T0894-System Binary Proxy Execution,System Binary Proxy Execution
TA0102-Discovery (ICS),T0840-Network Connection Enumeration,Network Connection Enumeration
TA0102-Discovery (ICS),T0842-Network Sniffing,Network Sniffing
TA0102-Discovery (ICS),T0846-Remote System Discovery,Remote System Discovery
TA0102-Discovery (ICS),T0888-Remote System Information Discovery,Remote System Information Discovery
TA0102-Discovery (ICS),T0887-Wireless Sniffing,Wireless Sniffing
TA0109-Lateral Movement (ICS),T0812-Default Credentials,Default Credentials
TA0109-Lateral Movement (ICS),T0866-Exploitation of Remote Services,Exploitation of Remote Services
TA0109-Lateral Movement (ICS),T0891-Hardcoded Credentials,Hardcoded Credentials
TA0109-Lateral Movement (ICS),T0867-Lateral Tool Transfer,Lateral Tool Transfer
TA0109-Lateral Movement (ICS),T0843-Program Download,Program Download
TA0109-Lateral Movement (ICS),T0886-Remote Services,Remote Services
TA0109-Lateral Movement (ICS),T0859-Valid Accounts,Valid Accounts
TA0100-Collection (ICS),T0830-Adversary-in-the-Middle,Adversary-in-the-Middle
TA0100-Collection (ICS),T0802-Automated Collection,Automated Collection
TA0100-Collection (ICS),T0811-Data from Information Repositories,Data from Information Repositories
TA0100-Collection (ICS),T0893-Data from Local System,Data from Local System
TA0100-Collection (ICS),T0868-Detect Operating Mode,Detect Operating Mode
TA0100-Collection (ICS),T0877-I/O Image,I/O Image
TA0100-Collection (ICS),T0801-Monitor Process State,Monitor Process State
TA0100-Collection (ICS),T0861-Point & Tag Identification,Point & Tag Identification
TA0100-Collection (ICS),T0845-Program Upload,Program Upload
TA0100-Collection (ICS),T0852-Screen Capture,Screen Capture
TA0100-Collection (ICS),T0887-Wireless Sniffing,Wireless Sniffing
TA0101-Command and Control (ICS),T0885-Commonly Used Port,Commonly Used Port
TA0101-Command and Control (ICS),T0884-Connection Proxy,Connection Proxy
TA0101-Command and Control (ICS),T0869-Standard Application Layer Protocol,Standard Application Layer Protocol
Inhibit Response Function (ICS),T0800-Activate Firmware Update Mode,Activate Firmware Update Mode
TA0107-Inhibit Response Function (ICS),T0878-Alarm Suppression,Alarm Suppression
TA0107-Inhibit Response Function (ICS),T0803-Block Command Message,Block Command Message
TA0107-Inhibit Response Function (ICS),T0804-Block Reporting Message,Block Reporting Message
TA0107-Inhibit Response Function (ICS),T0805-Block Serial COM,Block Serial COM
TA0107-Inhibit Response Function (ICS),T0892-Change Credential,Change Credential
TA0107-Inhibit Response Function (ICS),T0809-Data Destruction,Data Destruction
TA0107-Inhibit Response Function (ICS),T0814-Denial of Service,Denial of Service
TA0107-Inhibit Response Function (ICS),T0816-Device Restart/Shutdown,Device Restart/Shutdown
TA0107-Inhibit Response Function (ICS),T0835-Manipulate I/O Image,Manipulate I/O Image
TA0107-Inhibit Response Function (ICS),T0838-Modify Alarm Settings,Modify Alarm Settings
TA0107-Inhibit Response Function (ICS),T0851-Rootkit,Rootkit
TA0107-Inhibit Response Function (ICS),T0881-Service Stop,Service Stop
TA0107-Inhibit Response Function (ICS),T0857-System Firmware,System Firmware
TA0106-Impair Process Control (ICS),T0806-Brute Force I/O,Brute Force I/O
TA0106-Impair Process Control (ICS),T0836-Modify Parameter,Modify Parameter
TA0106-Impair Process Control (ICS),T0839-Module Firmware,Module Firmware
TA0106-Impair Process Control (ICS),T0856-Spoof Reporting Message,Spoof Reporting Message
TA0106-Impair Process Control (ICS),T0855-Unauthorized Command Message,Unauthorized Command Message
TA0105-Impact (ICS),T0879-Damage to Property,Damage to Property
TA0105-Impact (ICS),T0813-Denial of Control,Denial of Control
TA0105-Impact (ICS),T0815-Denial of View,Denial of View
TA0105-Impact (ICS),T0826-Loss of Availability,Loss of Availability
TA0105-Impact (ICS),T0827-Loss of Control,Loss of Control
TA0105-Impact (ICS),T0828-Loss of Productivity and Revenue,Loss of Productivity and Revenue
TA0105-Impact (ICS),T0837-Loss of Protection,Loss of Protection
TA0105-Impact (ICS),T0880-Loss of Safety,Loss of Safety
TA0105-Impact (ICS),T0829-Loss of View,Loss of View
TA0105-Impact (ICS),T0831-Manipulation of Control,Manipulation of Control
TA0105-Impact (ICS),T0832-Manipulation of View,Manipulation of View
TA0105-Impact (ICS),T0882-Theft of Operational Information,Theft of Operational Information
